sentence	spoiler	verb	page	trope	genre
It goes further in episode 2.3, when  Nathan points out he hasn't died this week, this being the first episode since 1.5 that he doesn't die, and Simon points out that it's only Thursday - Misfits airs on Thursdays .	True	True 0	Misfits	LeaningOnTheFourthWall	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
In episode 3.3, when the group is upset that   Superhoodie turned on them and  they were on the receiving end of an ass-kicking.	True	True 0	Misfits	LeaningOnTheFourthWall	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
"Rudy replies: ""I'm fucking  new!"	False	True 0	Misfits	LeaningOnTheFourthWall	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Brian, the guy whose only power is to manipulate milk, uses it to drag up the stomach contents of those who had recently consumed dairy products into their trachea, choking them to death.	False	True 0	Misfits	LethalHarmlessPowers	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
  Curtis gets Seth to take back his power to change sex in exchange for taking on the  Back from the Dead  power Seth just acquired .	True	True 0	Misfits	MagicalAbortion	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
We get a glimpse of Curtis'   when he shakes off the roofie he was given while in his Melissa form  just in time for him to punch the track coach in the face   for attempting to rape Melissa .	True	True 0	Misfits	MaleFrontalNudity	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
3.7 - Cheerleaders practicing bends, and splits, right up to the camera.	False	True 0	Misfits	MaleGaze	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Surely the writers didn't name the immortal character  Nathan  Young  by accident.	True	True 0	Misfits	MeaningfulName	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
"It may be the absolute  height  of irony, but ultimately,  Nathan  arguably meets the criteria by the end of the series, losing his life in his attempt to free the others from the ""Virtue Girl"", and being resurrected some time later."	True	True 0	Misfits	MessianicArchetype	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
In Series 2, Episode 6,   he does exactly that, blowing his brains out on national television for money.	False	True 0	Misfits	MundaneUtility	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Played straight with Brian in the same episode, who   turns out to be a villain and  ends up being really happy with his moniker ' Monsieur Grand Fromage  (Mister Big Cheese).	True	True 0	Misfits	NamesToRunAwayFromReallyFast	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Curtis ultimately realizes that he has to get arrested and robbed of his athletic career, in order to save the lives of Alisha, Simon and Kelly when Tony tried to murder them.	False	True 0	Misfits	NecessaryFail	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
In the third season finale, Rudy tells   Ghost!Virtue Girl  how the probation workers passed on after one of them first mistakenly thinks the reason they were brought back was revenge.	True	True 0	Misfits	NiceJobBreakingItHero	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
This makes   Ghost!Virtue Girl  realise that  that  is the reason she's back.	True	True 0	Misfits	NiceJobBreakingItHero	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
"Poor Curtis...  Simon awkwardly tries to support Alisha's excuse for Kelly by saying ""she's got period pains."	True	True 0	Misfits	NoPeriodsPeriod	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
The  Christmas Episode  and the beginning of series three show Simon starting to learn this.	True	True 0	Misfits	LeParkour	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Once it's decided that   Gary and Tony 's corpses have to be buried under the flyover, the bodies are cleaned up as best as possible and sat in wheelchairs for the journey.	True	True 0	Misfits	OfCorpseHesAlive	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Kelly:   That's proper superhero shit.	False	True 0	Misfits	OhCrap	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Although it appears at first that everyone only got one power,   Nathan and Simon  got secondary powers, and Seth's power allows people to get multiple powers.	True	True 0	Misfits	OnePersonOnePower	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
"In ""Vegas"", Nathan   attempts to use his new ability as a  Reality Warper  to make a $1000 casino chip emerge out of Marnie's downstairs... except it ends up getting  lost  until she goes to the bathroom."	True	True 0	Misfits	OrificeEvacuation	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Later used as a distraction by Nathan,  on himself .	True	True 0	Misfits	OrificeEvacuation	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Nathan    Have you ever seen a man shit a rabbit out of his anus?	True	True 0	Misfits	OrificeEvacuation	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Prepare to be amazed... and disgusted.	True	True 0	Misfits	OrificeEvacuation	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Nathan is also granted powers, though it's not revealed what it is until later on.	True	True 0	Misfits	PowersInTheFirstEpisode	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Technically every single person who has one got their power in the first episode during the storm, although it has yet to be seen if Curtis could go back and perhaps give someone powers by getting them hit by the storm.	True	True 0	Misfits	PowersInTheFirstEpisode	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
But that's just a bit of  Wild Mass Guessing .	True	True 0	Misfits	PowersInTheFirstEpisode	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Nathan:  If they actually knew anything, they wouldn't be dicking around   sticking notes on our lockers.	True	True 0	Misfits	PrisonRape	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
They would have gone to the police, and we'd all be banged up in prison getting gang raped in the showers!	True	True 0	Misfits	PrisonRape	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Nathan, at least, got better .	True	True 0	Misfits	RailingKill	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
And finally averted-ish in Season 2 episode 7 when Curtis calls her out - sort of.	True	True 0	Misfits	ValuesDissonance	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
  Peter the fanboy  in 3.3 who can make things happen by   drawing comic book pages of them .	True	True 0	Misfits	RealityWarper	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Another in season 3, Curtis' power has always been  Mental Time Travel , but   after he sold it to Seth, it turns into physical time travel to anywhere, allowing an old Jewish man to go back to try and kill Hitler by appearing in his office as an old man, and Kelly to go back decades before she was even born.	True	True 0	Misfits	SeriesContinuityError	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
"Curiously enough, this isn't the first time this sort of thing has happened   when Seth got involved: Nikki's teleportation power was almost impossible to use voluntarily, and often activated when she didn't want it to- hence why she sold it to Seth; when ""Jesus"" bought the power off Seth, he was able to use it without  any  of Nikki's old problems ."	True	True 0	Misfits	SeriesContinuityError	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
 when  he comes back to life in a coffin  and tries to escape.	True	True 0	Misfits	KillBill	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
 And of course there's  the only way  to take them out.	False	True 0	Misfits	DawnOfTheDead	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Kelly can hear her dog's  and Bruno in gorilla form's  thoughts, as well as humans'.	True	True 0	Misfits	SpeaksFluentAnimal	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
  Rudy 's power;   he can manifest himself into two separate personalities at times of self-doubt and stress .	True	True 0	Misfits	LiteralSplitPersonality	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
There's a minor aspect of  Evil Twin  in that when the split happens, one side of him acts even more socially unacceptable while the other acts in a much more sensitive manner.	True	True 0	Misfits	LiteralSplitPersonality	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
She starts warming up to Simon as a result and his curiosity eventually gives him the truth.	True	True 0	Misfits	StableTimeLoop	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
In the Christmas special,  Simon is seen learning  Le Parkour .	True	True 0	Misfits	StableTimeLoop	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
The guy they go to in the Christmas Special is a  Power Broker .	True	True 0	Misfits	StealthPun	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Good lord, kids being nice and polite and talking about self respect.	False	True 0	Misfits	StepfordSmiler	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
She was quite literally  not herself  at the time.	False	True 0	Misfits	StoodUp	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Of course given the genre this happens and a literal one to boot,  courtesy of Simon putting Sally into a freezer after accidentally killing her .	True	True 0	Misfits	StuffedIntoTheFridge	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
the death of   Jamie and Lily, when sex makes her ice-to-fire reversed superpowers go out of control .	True	True 0	Misfits	SuperpowerMeltdown	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
  This is how Simon convinces Lucy not to turn him in to the police.	True	True 0	Misfits	TalkingTheMonsterToDeath	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Fails utterly when Ollie tries it on  Grand Theft Auto  guy and gets drilled before he finishes his first sentence.	True	True 0	Misfits	TalkingTheMonsterToDeath	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
 Nikki  experiences  her  semi-controllable teleporting ability as suddenly being thrown in one direction or another, and having the world shift on the way.	True	True 0	Misfits	TeleportersAndTransporters	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
No word yet on what might be able to come along for the trip.	True	True 0	Misfits	TeleportersAndTransporters	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Early in series 1, it appeared as though Simon was headed in this direction, especially when you consider how creepy he was when he   killed Sally  it seemed as though this would be his  Start of Darkness , however this was averted as it became obvious later on that he was actually the most noble of the group.	True	True 0	Misfits	TokenEvilTeammate	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
It's possibly the embarrassment of this (and their general social ineptitude) that has prevented them from taking their relationship any further thus far...    As of  S 02 E 03 , this has been solved after they attempt to have sex and it doesn't work out so well.	True	True 0	Misfits	UnresolvedSexualTension	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Nathan voices what some of the audience was probably thinking.	True	True 0	Misfits	UnresolvedSexualTension	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
In the   ASBO-Five timeline, where powers are now public  the first person Simon considers asking for help is Nathan, who doesn't even bat an eyelid about letting him kip on his sofa for as long as he wants.	True	True 0	Misfits	VitriolicBestBuds	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
 In the third season finale, the medium (played by Mark Heap) brings back   Ghost!Virtue Girl , leaves to let the gang 'catch up' with them and is never seen or heard from again.	True	True 0	Misfits	WhatHappenedToTheMouse	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
 /  Living Forever Is Awesome  Nathan  argues for the latter once he's had a chance to get used to it, while the others point out all the downsides.	True	True 0	Misfits	WhoWantsToLiveForever	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
Of course, he gets better .	True	True 0	Misfits	YourHeadASplode	Horror Talk-Show Fantasy Crime Adult Comedy Drama Action Western Short Documentary Animation
But a more successful revival occurred with a  Mission: Impossible  film series starring  Tom Cruise , although it bears little resemblance to the tone and spirit of the original series.	False	True 0	MissionImpossible	MasterOfDisguise	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
What are you doing here?	False	True 0	MissionImpossible	CommercialBreakCliffhanger	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
Early seasons also featured a ritual in which Briggs or Phelps were shown selecting the personnel for the mission.	False	True 0	MissionImpossible	CouchGag	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
With the fifth season this was declared redundant (as he invariably chose the same people) *  Although its been suggested by fans that it is possible that Briggs/Phelps DO use other people on missions that don't require our team's skills, we just don't see those episodes.	False	True 0	MissionImpossible	CouchGag	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
It made a one-time return in the first episode of the 1988 revival.	False	True 0	MissionImpossible	CouchGag	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
"Bruce Geller wrote Martin Landau's part with the actor in mind, going so far as to name the character ""Martin Land"" in the pilot script."	False	True 0	MissionImpossible	TheDanza	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
"Occurs in the 1988 revival episode ""The Fortune"" to several IMF members   when they learn of the death of their colleague, Casey Randall , with one agent, Max, even questioning his ability to continue with the mission."	True	True 0	MissionImpossible	HeroicBSOD	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
"Arguably the most ""personal"" of these comes in the '80s version, when   Casey, the new version's initial  Femme Fatale , becomes the  only  regular in either version to be killed off."	True	True 0	MissionImpossible	ItsPersonal	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
Note: not to be confused with Lynda Day George's Casey character from the original series.	True	True 0	MissionImpossible	ItsPersonal	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
"The ""it's personal"" aspect of the storylines is usually emphasized by there being no tape scene shown."	True	True 0	MissionImpossible	ItsPersonal	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
Record albums of the series *  although  actual music  from the show, as opposed to re-recorded versions, would not be released until 1992 , as well as a few 'Young Reader' type books.	False	True 0	MissionImpossible	TheMerch	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
 since Strabo quotes Kozanis earlier words on the need to execute enemies of the state.	True	True 0	MissionImpossible	HoistByHisOwnPetard	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
Paris and Casey in the original series; however, due to the presence (and   recent death ) of another character named Casey in the revival series, when Lynda Day George guest starred as Casey, her character was belatedly given a first name, Lisa.	True	True 0	MissionImpossible	OneNameOnly	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
Possibly also Terry Markwell as the 1988 revival's Casey Randall (  whose character is killed off after only a dozen episodes )	True	True 0	MissionImpossible	ThePeteBest	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
"Sig Haig, for example, was in the show no fewer than nine times, ranging from ""Driver #1"" to  The Dragon  to the  Big Bad ."	False	True 0	MissionImpossible	YouLookFamiliar	Game-Show Talk-Show Sci-Fi News Fantasy Crime Adventure Comedy Romance Drama Action Documentary Reality-TV Short Family
Did a mutual crossover with real life pal  Captain Kangaroo , and also showed up in  Arthur .	False	True 0	MisterRogersNeighborhood	CrossOver	unknown
In the  first episode , Mister Rogers' house is completely different (with a different non-blinking traffic light), and Rogers himself changes into a button-up shirt as opposed to a zip-up cardigan sweater.	False	True 0	MisterRogersNeighborhood	EarlyInstallmentWeirdness	unknown
 Subverted  over a decade before  Sesame Street  had to.	False	True 0	MisterRogersNeighborhood	NeverSayDie	unknown
For example, one episode had Fred walk out of the living room and into the bare studio to introduce viewers to Johnny Costa.	False	True 0	MisterRogersNeighborhood	NoFourthWall	unknown
Offscreen, he provided the show's underscore, playing sophisticated jazz improvisations live during taping.	False	True 0	MisterRogersNeighborhood	ThePianoPlayer	unknown
Fortunately, he's usually  easily pleased  and his subjects seem to know how to get around him pretty easily.	False	True 0	MisterRogersNeighborhood	RoyalsWhoActuallyDoSomething	unknown
"He did a week-long series in 1983, ""Conflict"" (#1521-1525), as supplemental material with  The Day After , to help kids cope with the themes of the miniseries."	False	True 0	MisterRogersNeighborhood	VerySpecialEpisode	unknown
 that was threatening to cut a $9 million government grant for  PBS .	False	True 0	MisterRogersNeighborhood	HauledBeforeASenateSubCommittee	unknown
"This series features examples of:   Abraham Lincoln ""Robot Lincoln"" is  Jay's Favorite  Disneyland attraction."	False	True 0	ModernFamily	ABC	Talk-Show News Comedy Romance Drama Short Biography Documentary
Haley replies it was the first time the top half got any exercise.	False	True 0	ModernFamily	ACupAngst	Talk-Show News Comedy Romance Drama Short Biography Documentary
Hilarity Ensues  when Mitchell comes back, and she gives Cameron the sort of angry, hurt speech you'd expect if the trope had been played (ahem) straight .	True	True 0	ModernFamily	AllTheGoodMenAreGay	Talk-Show News Comedy Romance Drama Short Biography Documentary
Mitch and Cameron adopted Lily from Vietnam.	False	True 0	ModernFamily	ArtisticLicenseLaw	Talk-Show News Comedy Romance Drama Short Biography Documentary
He keeps it, and  sets the drawer's bike on fire .	True	True 0	ModernFamily	BeardOfEvil	Talk-Show News Comedy Romance Drama Short Biography Documentary
However, the last college wait-lists her, which her family's willing to take as a win, and the re-elected city counselor gives in to Claire earlier request to put a stop sign in the neighborhood, which was her reason for running in the first place.	False	True 0	ModernFamily	BittersweetEnding	Talk-Show News Comedy Romance Drama Short Biography Documentary
"In ""Fizbo,"" Haley sets a scorpion free to stop Dylan from talking to a zoologist."	False	True 0	ModernFamily	BrickJoke	Talk-Show News Comedy Romance Drama Short Biography Documentary
Discussed by Claire and Gloria.	False	True 0	ModernFamily	TheBrainlessBeauty	Talk-Show News Comedy Romance Drama Short Biography Documentary
The explanation given is that Mitch was never comfortable expressing affection physically in front of people and feels that when Cam does it, he's being smothering.	False	True 0	ModernFamily	ButNotTooGay	Talk-Show News Comedy Romance Drama Short Biography Documentary
During it he talks about his in-laws' marriage as something that he admires, one that will last forever.	False	True 0	ModernFamily	CallForward	Talk-Show News Comedy Romance Drama Short Biography Documentary
"She laughs and tells Claire, ""Karma is a funny thing"" and tells Haley that she went through  the same issues with Claire and Claire's then boyfriend, Ricky."	False	True 0	ModernFamily	CallItKarma	Talk-Show News Comedy Romance Drama Short Biography Documentary
Later, Phil calls Jay out on it in a  Crowning Moment of Awesome .	False	True 0	ModernFamily	CallingTheOldManOut	Talk-Show News Comedy Romance Drama Short Biography Documentary
Doubled down since Mitchell can't bring himself to say that he doesn't really like the job and would rather quit.	False	True 0	ModernFamily	CannotSpitItOut	Talk-Show News Comedy Romance Drama Short Biography Documentary
"""  At the beginning of ""Door to Door"", Mitchell reminds Cameron that the social worker is coming for their adoption homestudy later that day."	True	True 0	ModernFamily	ChekhovsGun	Talk-Show News Comedy Romance Drama Short Biography Documentary
After tension over Cameron's tendency to make a mess when cooking or playing with Lilly generally leads to a  Crowning Moment of Funny  finale where Mitchell calls Cameron on his bluff to make a mess himself by spraying whipped cream faces on himself and Cameron, and otherwise messing up their apartment, the social worker shows up at the very end of the episode.	True	True 0	ModernFamily	ChekhovsGun	Talk-Show News Comedy Romance Drama Short Biography Documentary
There's also the time he talks on the phone to Manny, feeding him lines to give to his love interest.	False	True 0	ModernFamily	CringeComedy	Talk-Show News Comedy Romance Drama Short Biography Documentary
"In ""Someone To Watch Over Lily"", Alex reveals that she hates playing cello but continues to do so because she's never quit anything in her life."	False	True 0	ModernFamily	Determinator	Talk-Show News Comedy Romance Drama Short Biography Documentary
Claire   Claire Your kids dont need to know who you were before you had them.	False	True 0	ModernFamily	FormerTeenRebel	Talk-Show News Comedy Romance Drama Short Biography Documentary
Theyre gonna fall short but better they fall short of the fake you, than the real you.	False	True 0	ModernFamily	FormerTeenRebel	Talk-Show News Comedy Romance Drama Short Biography Documentary
Gloria wasn't aware of this until this episode, however, and Claire   still has to jump in the pool in her good dress to apologize .	True	True 0	ModernFamily	GoldDigger	Talk-Show News Comedy Romance Drama Short Biography Documentary
"In ""See You Next Fall"", Haley talks Alex out of her  mean-spirited  middle-school graduation speech by admitting that she is actually very anxious about whether she'll graduate from high school with her own class or not."	False	True 0	ModernFamily	HiddenDepths	Talk-Show News Comedy Romance Drama Short Biography Documentary
But when the friend finally sees him with Gloria,  he says he'd always thought Phil would end up with Claire, whom he thought was the most beautiful girl Phil ever dated .	True	True 0	ModernFamily	HoistByHisOwnPetard	Talk-Show News Comedy Romance Drama Short Biography Documentary
I have mine.	False	True 0	ModernFamily	HollywoodNerd	Talk-Show News Comedy Romance Drama Short Biography Documentary
But she makes the mistake of gloating to Haley first, and   Haley is able to fake the job until an incident erupts that she claims got her fired .	True	True 0	ModernFamily	KarmaHoudini	Talk-Show News Comedy Romance Drama Short Biography Documentary
And ironically, she would have inevitably been caught without Alex doing anything; she'd made a deal with her parents to earn half the payment on a car, faking it by holding onto the same sixty dollars each day, and would have been screwed when the time came to produce all the money.	True	True 0	ModernFamily	KarmaHoudini	Talk-Show News Comedy Romance Drama Short Biography Documentary
When Phil's dad visits   and brings a dog with him, Luke ends up in the dog's cage, presumably because he was playing with it.	True	True 0	ModernFamily	KidsPreferBoxes	Talk-Show News Comedy Romance Drama Short Biography Documentary
Spoilered to save the sight gag.	True	True 0	ModernFamily	KidsPreferBoxes	Talk-Show News Comedy Romance Drama Short Biography Documentary
Turns out it's chewable baby aspirin.	False	True 0	ModernFamily	MagicFeather	Talk-Show News Comedy Romance Drama Short Biography Documentary
It's revealed she wants to have an affair with him and thought the whole reason had had been talking with her was to do so.	True	True 0	ModernFamily	MistakenForCheating	Talk-Show News Comedy Romance Drama Short Biography Documentary
Phil believes that Gloria and Claire think he's cheating after Gloria kisses him at a basketball game when the kiss cam lands on them, and Phil and Manny receive some coincidental and unfortunately worded texts from Claire and Luke.	True	True 0	ModernFamily	MistakenForCheating	Talk-Show News Comedy Romance Drama Short Biography Documentary
"It's more a case of ""mistake for mistaken for cheating""."	True	True 0	ModernFamily	MistakenForCheating	Talk-Show News Comedy Romance Drama Short Biography Documentary
He frets that without realizing it he fathered a child by her, and Cameron persuades him to buy a gift and meet the boy.	False	True 0	ModernFamily	NotWhatItLooksLike	Talk-Show News Comedy Romance Drama Short Biography Documentary
However, when they finally do,   it turns out that he's a  little person  who's married to the former girlfriend .	True	True 0	ModernFamily	NotWhatItLooksLike	Talk-Show News Comedy Romance Drama Short Biography Documentary
This sets up more  Cringe Comedy  when the gift Cameron and Mitchell bought turns out to be   a baseball glove .	True	True 0	ModernFamily	NotWhatItLooksLike	Talk-Show News Comedy Romance Drama Short Biography Documentary
Even though she's much younger, Lily appears to realize how insane everyone else in her adopted extended family is.	False	True 0	ModernFamily	OnlySaneMan	Talk-Show News Comedy Romance Drama Short Biography Documentary
At the end Luke and Manny   admit they manipulated Claire and Jay into doing their projects for them .	True	True 0	ModernFamily	TheParentProducedProject	Talk-Show News Comedy Romance Drama Short Biography Documentary
Even though the episode aired two days before the launch of the iPad, all parties concerned swear no money or product changed hands over the placement.	False	True 0	ModernFamily	ProductPlacement	Talk-Show News Comedy Romance Drama Short Biography Documentary
Phil:  The iPad is being released on MY birthday!	False	True 0	ModernFamily	ProductPlacement	Talk-Show News Comedy Romance Drama Short Biography Documentary
'  The show got this again in season 3, when Cameron   Mitchell went to see   a violent movie, only to accidentally end up in a theater showing   The Muppets  (despite that movie not actually being out yet).	True	True 0	ModernFamily	ProductPlacement	Talk-Show News Comedy Romance Drama Short Biography Documentary
Alex plans on giving this to her classmates as her valedictorian speech at her grade school graduation   but decides not to at the last second .	True	True 0	ModernFamily	TheReasonYouSuckSpeech	Talk-Show News Comedy Romance Drama Short Biography Documentary
"At the end of ""Leap Day"", Mitchell tells Cameron, who's been depressed about turning 40 and keeps saying it's only his tenth birthday, that ""you're still the same 8-year-old I fell in love with"" and then turns around to see a mother behind him hastily grab her son's arm and take him away."	False	True 0	ModernFamily	RightBehindMe	Talk-Show News Comedy Romance Drama Short Biography Documentary
"In ""Chirp"", Phil spends the entire episode trying to track down a smoke detector that is making an annoying chirping sound."	False	True 0	ModernFamily	RingRingCRUNCH	Talk-Show News Comedy Romance Drama Short Biography Documentary
Let's not forget  Alex and Haley .	False	True 0	ModernFamily	ShoutOut	Talk-Show News Comedy Romance Drama Short Biography Documentary
Dylan has apparently never heard of this movie.	False	True 0	ModernFamily	SayAnything	Talk-Show News Comedy Romance Drama Short Biography Documentary
"Javier bets on a horse because ""I looked him in the eyes, and he told me this would be his day""."	False	True 0	ModernFamily	StrawVulcan	Talk-Show News Comedy Romance Drama Short Biography Documentary
Season 2 finale has an inversiona sincere speech   (Alex's mean-spirited valedictorian speech) gets thrown out in favor of a bunch of lies .	True	True 0	ModernFamily	ThrowingOutTheScript	Talk-Show News Comedy Romance Drama Short Biography Documentary
"We do things to each other; we use our hands...""  Essentially the entire plot of ""Caught in the Act"""	False	True 0	ModernFamily	TooMuchInformation	Talk-Show News Comedy Romance Drama Short Biography Documentary
Mitchell and Cameron want to get Lily into an exclusive preschool and figure that they're shoo-ins because she's an adopted Vietnamese girl with two gay dads.	False	True 0	ModernFamily	TwoferTokenMinority	Talk-Show News Comedy Romance Drama Short Biography Documentary
 : Averted in the episode Starry Night,  Mitchell got sprayed by a skunk while star gazing with Manny and Jay .	True	True 0	ModernFamily	UranusIsShowing	Talk-Show News Comedy Romance Drama Short Biography Documentary
Any other eleven-year-old would made fun of him with a reference to Uranus,  but what did Manny say ?	True	True 0	ModernFamily	UranusIsShowing	Talk-Show News Comedy Romance Drama Short Biography Documentary
Despite Jay finally seeming to get it and this being a  Crowning Moment of Awesome  for Phil, he's  immediately back  to needing Jay's constant approval  after the episode .	False	True 0	ModernFamily	CallingTheOldManOut	Talk-Show News Comedy Romance Drama Short Biography Documentary
And   they're not actually as secret as they thought they were .	True	True 0	MonarchOfTheGlen	BrotherhoodOfFunnyHats	unknown
One of Lord Kilwillie's middle names is  Sharon .	True	True 0	MonarchOfTheGlen	EmbarrassingMiddleName	unknown
Ends in a case of    No MacGuffin, No Winner , as the whiskey has gone bad and is undrinkable .	True	True 0	MonarchOfTheGlen	MacGuffinEscortMission	unknown
His first name is eventually revealed to be   Aloysius .	True	True 0	MonarchOfTheGlen	OnlyKnownByTheirNickname	unknown
The show's first season ran for eight episodes from June through August 2010, and the second season of nine episodes began with a double bill on the 7th of November 2011.	False	True 0	Mongrels	TheBBC	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
Used twice in the final episode of series one   and subverted just as quickly when the dreams are shown to be about things that actually happened .	True	True 0	Mongrels	AllJustADream	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
The chicken in the first episode   turned out to be psycho, head cut off ; his sister   was squashed by an overweight Kali ; Vince's mother   had a heart attack when Nelson proposed ; Destiny's double   was killed by the real one for stabbing her guy of the week .	True	True 0	Mongrels	CartwrightCurse	Sci-Fi Fantasy Mystery Comedy Drama Action Western Short
